date,content,region,importance,Epidemic_Policy,Economic_Policy,weight,type1,type2,comment,global
2020-01-27,财政部、卫健委：  下达2020年基本公共卫生服务和基层疫情防控补助资金99.5亿元,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-01-27,国家发改委：  紧急下达3亿元专项补助武汉火神山医院和武汉雷神山医院,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-01-27,财政部、医保局、卫健委：  免除疑似患者和异地就医确诊患者医疗费用,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-01-27,西藏启动重大突发公共卫生事件Ⅱ级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-01-28,国家卫健委与国家中医药管理局公布《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-01-28,广东省人民政府通知，明确行政区域内各类企业复工时间不早于2月9日24时，本行政区域内中小学、幼儿园2月17日前不开学，大专院校、中职学校、技工院校2月24日前不开学。,中国,2,1,0,0.3,隔离,公共场所限制,,0
2020-01-28,教育部发布关于2020年春季学期延期开学的通知,中国,3,1,0,0.5,隔离,公共场所限制,,0
2020-01-29,习近平近日对军队做好新型冠状病毒感染的肺炎疫情防控工作作出重要指示。,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-01-30,湖北省召开疫情防控工作新闻发布会，通报最新工作进展情况，湖北省委书记蒋超良、副省长曹广晶、经信厅厅长王祺扬出席并回应热点问题。,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-03,中共中央政治局常务委员会2月3日召开会议，听取中央应对新型冠状病毒感染肺炎疫情工作领导小组和有关部门关于疫情防控工作情况的汇报，研究下一步疫情防控工作。,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-03,央行通过逆回购投放1.2万亿元、并下调7天和14天逆回购利率各10个bp,中国,3,0,1,0.5,经济,公开市场操作,,0
2020-02-04,国家卫健委：调集20家方舱医院3个移动P3实验室支援武汉,中国,3,1,0,0.5,隔离,医院扩建,,0
2020-02-04,温州乐清市通告称，自当日18时起，对外交通一律暂时关闭，恢复时间另行通知,中国,1,1,0,0.2,隔离,边境限制,,0
2020-02-05,习近平2月5日下午主持召开中央全面依法治国委员会第三次会议并发表关于疫情重要讲话。,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-05,重点城市抗疫：湖北13地封城，浙江多地实施最严出行管控,中国,2,1,0,0.3,隔离,边境限制,,0
2020-02-05,南京发布通告：全面实施小区封闭式管理,中国,1,1,0,0.2,隔离,公共场所限制,,0
2020-02-05,温州瑞安、永嘉、洞头、平阳封城,中国,1,1,0,0.2,隔离,边境限制,,0
2020-02-06,石家庄实施社区封闭式管理,中国,1,1,0,0.2,隔离,公共场所限制,,0
2020-02-06,广东推出应对疫情支持企业复工复产20条,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-07,国务院联防联控机制新闻发布会：建立16个省支援武汉以外地市的一一对口支援关系，以一省包一市的方式，全力支持湖北省加强病人的救治工作，维护好人民群众的生命安全和身体健康,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-07,人社部等7日印发《关于做好新型冠状病毒感染肺炎疫情防控期间稳定劳动关系支持企业复工复产的意见》,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-07,财政部、国家税务总局对外联合发布公告，明确对参加疫情防治工作的医务人员和防疫工作者按照政府规定标准取得的临时性工作补助和奖金，免征个人所得税。,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-02-07,财政部等4部门:重点保障企业融资成本降至1.6%以下,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-02-08,湖北出台18项措施支持中小微企业对疫情影响渡难关,中国,2,0,1,0.3,经济,社会福利与补贴,,0
2020-02-08,央行副行长：专项再贷款实行优惠利率,中国,3,0,1,0.5,经济,利率调整,,0
2020-02-08,王贺胜调任湖北省委委员、常委,中国,2,0,1,0.3,隔离,政府应急响应,,0
2020-02-10,习近平考察北京地坛医院和朝阳区疾控中心,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-02-10,工信部印发《关于应对新型冠状病毒肺炎疫情帮助中小企业复工复产共渡难关有关工作的通知》,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-10,央行开展9000亿元逆回购操作对冲到期流动性,中国,3,0,1,0.5,经济,公开市场操作,,0
2020-02-11,中央指导组紧急约谈武汉市副市长等三人,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-12,黄石全面实施小区封闭式管理，返黄人员将居家隔离14天,中国,1,1,0,0.2,隔离,公共场所限制,,0
2020-02-12,封闭式管理！广西疫情防控指挥部发布社区疫情防控“十严格,中国,2,1,0,0.3,隔离,公共场所限制,,0
2020-02-12,深圳小区实行封闭式管理，来看看“路条”长什么样,中国,1,1,0,0.2,隔离,公共场所限制,,0
2020-02-12,国家卫健委：湖北省内疫情局部爆发的地区要立即采取和武汉市同等措施,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-12,国家卫健委：要把提高“收治率、治愈率”、降低“感染率、死亡率”作为重中之重,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-13,应勇调任湖北省委委员、常委、书记，王忠林调任湖北省委委员、常委和武汉市委书记,中国,2,0,1,0.3,隔离,政府应急响应,,0
2020-02-14,孝感政府发布《关于孝感市域范围内全面升级防治管控措施的紧急命令》，要求升级防控措施，所有小区(居民点)一律全封闭管理,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-02-14,教育部印发《关于在疫情防控期间有针对性地做好教师工作若干事项的通知》，要求疫情期间，严禁任何形式线下培训、不得开展超前超限超纲在线教学,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-15,国家卫健委：严禁发烧咳嗽人员乘坐交通工具,中国,3,1,0,0.5,隔离,出行限制,,0
2020-02-17,孝感升级管控措施,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-02-21,甘肃下调疫情应急响应级别至三级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-22,辽宁下调疫情应急响应级别至三级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-23,贵州省下调疫情应急响应级别至三级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-24,全国政协主席会议建议全国政协十三届三次会议推迟召开,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-24,全国人大常委会通过禁止非法野生动物交易和推迟召开人大会议决定,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-24,云南、广西、广东、山西分别下调疫情应急响应级别至三级响应、二级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-24,通过关于推迟召开十三届全国人大三次会议的决定,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-25,国家卫健委：最近3天武汉现有重症病例占确诊病例的比例下降明显,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-02-25,国务院常务会议提出，按市场化、法治化原则加大对中小微企业复工复产的金融支持,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-02-25,安徽、江苏疫情防控等级由一级调整为二级，内蒙古疫情防控等级由一级调整为三级,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-25,央行：为受疫情影响较大的行业、企业提供专项信贷额度,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-02-26,四川、青海、吉林、新疆疫情防控等级由一级调整为二级，海南疫情防控等级由一级调整为三级,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-26,中央赴湖北指导组：加强武汉以外市州患者救治工作,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-27,李克强：细化重点人群防控 拓展积极向好态势,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-27,中央应对疫情工作领导小组会议：从全国调集医疗设备 降低病亡率,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-27,湖北：监狱、看守所原则上只进不出,中国,2,1,0,0.3,隔离,公共场所限制,,0
2020-02-27,国家林草局：严格实施最严厉野生动物管控措施,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-02-28,武汉市委书记王忠林：28日实现隔离点确诊和疑似病例清零,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-02-28,"李克强赴国家新冠肺炎药品医疗器械应急平台考察,强调要力争在高效检测试剂、有效药物和疫苗等方面尽快取得更大突破",中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-28,国务院副总理胡春华出席全国商务系统工作电视电话会议，指出要全力做好稳外贸稳外资和生活必需品保供工作,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-02-28,银保监会：近期将出台对中小微企业贷款实施临时性延期还本付息的政策,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-02-29,教育部：疫情没有得到基本控制前全国大中小学不开学,中国,3,1,0,0.5,隔离,公共场所限制,,0
2020-02-29,武汉市拟派驻督导组进驻全市各监狱 疫情防控不到位严肃追责问责,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-03-02,浙江省疫情防控应急响应等级从原来的一级调整为二级,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-03-02,李克强：加力推进快速便捷检测试剂开发、主打药品研发试验、有效疫苗攻关等工作,中国,3,1,0,0.5,隔离,疫苗研制,,0
2020-03-02,习近平考察新冠肺炎疫情科研攻关和诊疗救治工作,中国,3,1,0,0.5,隔离,政府应急响应,,0
2020-03-03,北京调整境外人员入境隔离政策 均需居家或集中隔离14天,中国,1,1,0,0.2,隔离,出行限制,,0
2020-03-04,黑龙江省新冠肺炎疫情防控应急响应等级调为二级,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-03-04,财政部、民航局发布关于民航运输企业新冠肺炎疫情防控期间资金支持政策的通知,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-03-07,湖北省荆州市荆州区农村片区解封，中心城区继续封禁,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-10,习近平到湖北省考察新冠肺炎疫情防控工作,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-03-10,湖北中低风险地区持绿码人员全省通行,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-11,中央指导组：启动滞留在汉人员离汉工作,中国,3,1,0,0.5,隔离,出行解封,,0
2020-03-11,河南省疫情防控指挥部下发紧急通知，要求各地各单位要切实扛牢疫情防控主体责任，把防范境外输入作为当前防控重点，坚决防止疫情反弹,中国,2,1,0,0.3,隔离,边境限制,,0
2020-03-13,央行宣布定向降准，释放长期资金5500亿元,中国,3,0,1,0.5,经济,降准降息,,0
2020-03-14,湖北：低风险街道乡镇的社区村组全部解除封闭管理,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-14,2020年世界体育大会取消,中国,3,1,0,0.5,隔离,体育赛事取消或延期,,0
2020-03-15,首都机场所有国际及地区进港航班，均停靠机场处置专区,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-15,北京 境外进京人员须自费集中隔离 ,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-15,安徽：境外入境安徽一律集中隔离14天,中国,2,1,0,0.3,隔离,边境限制,,0
2020-03-16,湖北荆州：17日起中心城区卡口全部撤除 小区有序解封,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-19,武汉允许无疫情小区居民分批分时段在小区内进行非聚集性个人活动,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-21,上海：把严防境外疫情输入作为当前防控工作的重中之重,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-21,科技部：推动设立支持新药、医疗装备、检测、疫苗等领域的子基金,中国,3,0,1,0.5,经济,社会福利与补贴,,0
2020-03-21,杭州恢复开放影剧院等文化娱乐场所,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-21,江西：今起所有小区村组取消封闭式管控,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-22,湖北黄冈取消小区物理封闭,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-23,湖北黄石全面解封，荆州恢复公共客运，孝感取消城区私家车管控措施,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-23,湖北发布省内外人员返汉、省内人员离汉政策,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-23,浙江应急响应级别由二级调整为三级 全面恢复生产生活秩序,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-03-23,石家庄取消社区出入证，官方称逐步放开防止过度管控,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-23,湖北武汉：重启恢复城市功能,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-03-23,上海宣布将重大突发公共卫生事件应急响应级别调整为二级,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-03-23,海关总署要求所有出入境人员必须进行健康申报。严格开展入境卫生检疫。,中国,3,1,0,0.5,隔离,边境限制,,0
2020-03-24,浙江决定对所有入境人员集中隔离14天,中国,2,1,0,0.3,隔离,边境限制,,0
2020-03-24,湖北除武汉以外地区解封 25日起解除离鄂通道管控,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-24,上海虹桥机场暂停所有境外航班 转场至浦东机场运营,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-24,沈阳：居民出入小区取消体温检测，快递外卖实行扫码管理,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-25,武汉出台21条新政支持企业复工复产 为中小微企业提供1年期无息贷款,中国,1,0,1,0.2,经济,社会福利与补贴,,0
2020-03-25,湖北：凡来鄂前14天内有境外旅居史的人员 均需主动申报个人相关信息,中国,2,1,0,0.3,隔离,边境限制,,0
2020-03-25,武汉今起恢复三成运力公交线路,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-25,黑龙江省重大突发公共卫生事件二级响应调整为三级响应,中国,2,1,0,0.3,隔离,政府应急响应,,0
2020-03-25,央行：今日将开展50亿元央行票据互换(CBS)操作,中国,3,0,1,0.5,经济,公开市场操作,,0
2020-03-25,北京：严防境外输入病例本地化，对首例关联病例深入流调溯源,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-25,湖北省除武汉市以外地区正式解除离鄂通道管控，生产生活从“暂停”向“重启”转变,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-26,北京：滞留湖北人员返京实行闭环管理,中国,1,1,0,0.2,隔离,出行限制,,0
2020-03-26,江西暂停所有出入境国际客运航班,中国,2,1,0,0.3,隔离,边境限制,,0
2020-03-26,外交部：28日起暂停持有效中国签证、居留许可的外国人入境,中国,3,1,0,0.5,隔离,边境限制,,0
2020-03-26,武汉市发布通告：清明节期间 全市暂停现场祭扫服务,中国,1,1,0,0.2,隔离,政府应急响应,,0
2020-03-27,湖北省卫健委：武汉将有计划解除社区封控,中国,1,1,0,0.2,隔离,公共场所解封,,0
2020-03-27,国家电影局：全国影院暂不复业,中国,2,1,0,0.3,隔离,公共场所限制,,0
2020-03-28,武汉地铁正式恢复运营,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-28,上海撤销省界道口防疫检查，鼓励省际客运复运,中国,1,1,0,0.2,隔离,出行解封,,0
2020-03-28,合肥机场暂时取消国际客运航线,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-28,29日0时起湖北除武汉外其他机场恢复客运航班,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-29,湖北复航首个离鄂航班起飞,中国,2,1,0,0.3,隔离,出行解封,,0
2020-03-30,厦门航空：取消所有两岸航班至5月2日,中国,1,1,0,0.2,隔离,边境限制,,0
2020-03-30,中央：对所有入境人员实施核酸检测,中国,3,1,0,0.5,隔离,边境限制,,0
2020-03-30,浙江发布对无症状感染者管控要求：一经发现，14天隔离+14天观察,中国,2,1,0,0.3,隔离,公共场所限制,,0
2020-03-30,北京市4月13日起开展中小学线上学科教学,中国,1,1,0,0.2,隔离,公共场所限制,,0
2020-03-30,央行以利率招标方式开展500亿元7天期的逆回购操作，中标利率为，较此前的2.4%下调了。2.2%20个基点,中国,3,0,1,0.5,经济,公开市场操作,,0
2020-03-31,北京：所有外省市返京人员一律实行14天居家或集中观察,中国,1,1,0,0.2,隔离,出行限制,,0
2020-03-31,2020年全国高考延期一个月，湖北、北京高考时间自行确定,中国,3,1,0,0.5,隔离,公共场所限制,,0
